transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0375,BILL-1101,03-05-2025,S3,Suburban,C035,Regular,P502,Bakery,Croissant,1,0.93,UPI,1.47,In-store
TXN-2025-0376,BILL-1101,12-03-2025,S2,Uptown,C100,Regular,P302,Personal Care,Toothpaste 100g,3,2.04,UPI,0,In-store
TXN-2025-0377,BILL-1101,30-03-2025,S4,East Side,C178,Loyal,P201,Snacks,Potato Chips 150g,2,1.36,Credit Card,0.35,In-store
TXN-2025-0378,BILL-1101,03-07-2025,S4,East Side,C116,New,P301,Personal Care,Shampoo 250ml,3,4.31,Cash,0.18,In-store
TXN-2025-0379,BILL-1101,11-09-2025,S4,East Side,C144,Regular,P201,Snacks,Potato Chips 150g,3,1.29,Cash,1.46,Online
TXN-2025-0380,BILL-1102,17-10-2025,S4,East Side,C126,Regular,P401,Household,Laundry Detergent 1kg,1,5.92,UPI,0,Online
TXN-2025-0381,BILL-1102,23-08-2025,S2,Uptown,C138,Regular,P301,Personal Care,Shampoo 250ml,2,4.59,Cash,1.38,In-store
TXN-2025-0382,BILL-1102,06-10-2025,S4,East Side,C030,Regular,P501,Bakery,Whole Wheat Bread,1,1.49,UPI,1.88,In-store
TXN-2025-0383,BILL-1103,06-08-2025,S3,Suburban,C113,Regular,P501,Bakery,Whole Wheat Bread,1,1.47,Cash,0.41,Online
TXN-2025-0384,BILL-1103,14-02-2025,S2,Uptown,C090,Loyal,P301,Personal Care,Shampoo 250ml,1,4.54,Cash,0,In-store
TXN-2025-0385,BILL-1103,29-06-2025,S1,Downtown,C189,Regular,P701,Frozen,Frozen Pizza,4,5.06,Cash,1.54,In-store
TXN-2025-0386,BILL-1103,16-04-2025,S5,West End,C036,New,P601,Dairy,Milk 1L,1,1.07,Credit Card,0.59,In-store
TXN-2025-0387,BILL-1103,30-05-2025,S5,West End,C138,Regular,P302,Personal Care,Toothpaste 100g,2,1.97,UPI,0,In-store
TXN-2025-0388,BILL-1103,11-03-2025,S3,Suburban,C174,New,P801,Produce,Bananas (1kg),5,1.59,UPI,1.2,Online
TXN-2025-0389,BILL-1104,09-03-2025,S4,East Side,C033,New,P101,Beverages,Orange Juice 1L,2,3.53,Credit Card,0,Online
TXN-2025-0390,BILL-1104,14-03-2025,S3,Suburban,C174,Regular,P801,Produce,Bananas (1kg),3,1.37,Cash,0.05,Online
TXN-2025-0391,BILL-1104,17-02-2025,S3,Suburban,C020,New,P601,Dairy,Milk 1L,1,1.05,Credit Card,0.56,In-store
TXN-2025-0392,BILL-1104,02-01-2025,S3,Suburban,C125,Regular,P602,Dairy,Cheddar Cheese 200g,5,3.17,Credit Card,0.32,In-store
TXN-2025-0393,BILL-1104,02-02-2025,S1,Downtown,C179,Regular,P602,Dairy,Cheddar Cheese 200g,6,3.01,Credit Card,0.77,In-store
TXN-2025-0394,BILL-1104,26-05-2025,S4,East Side,C127,Regular,P202,Snacks,Salted Nuts 100g,1,2.73,Credit Card,0.87,Online
TXN-2025-0395,BILL-1105,25-01-2025,S5,West End,C088,Loyal,P201,Snacks,Potato Chips 150g,1,1.31,UPI,0,Online
TXN-2025-0396,BILL-1105,01-01-2025,S4,East Side,C041,Regular,P101,Beverages,Orange Juice 1L,1,3.95,Cash,1.25,Online
TXN-2025-0397,BILL-1106,21-05-2025,S4,East Side,C167,Regular,P202,Snacks,Salted Nuts 100g,6,2.37,UPI,0,Online
TXN-2025-0398,BILL-1106,22-07-2025,S3,Suburban,C167,Regular,P301,Personal Care,Shampoo 250ml,6,4.16,Cash,0.98,In-store
TXN-2025-0399,BILL-1107,02-09-2025,S2,Uptown,C025,Regular,P401,Household,Laundry Detergent 1kg,3,6.11,UPI,0,In-store
TXN-2025-0400,BILL-1107,25-06-2025,S5,West End,C003,Regular,P202,Snacks,Salted Nuts 100g,1,2.75,UPI,0.95,In-store
TXN-2025-0401,BILL-1108,22-02-2025,S4,East Side,C059,Regular,P602,Dairy,Cheddar Cheese 200g,1,2.89,Cash,0,In-store
TXN-2025-0402,BILL-1108,25-11-2025,S3,Suburban,C193,Loyal,P301,Personal Care,Shampoo 250ml,3,4.57,Cash,1.8,In-store
TXN-2025-0403,BILL-1108,14-08-2025,S2,Uptown,C157,New,P102,Beverages,Organic Green Tea 250ml,6,1.95,UPI,0.8,In-store
TXN-2025-0404,BILL-1108,15-08-2025,S2,Uptown,C106,New,P601,Dairy,Milk 1L,3,1,UPI,0.88,In-store
TXN-2025-0405,BILL-1108,29-06-2025,S1,Downtown,C151,New,P102,Beverages,Organic Green Tea 250ml,6,2.17,Cash,0.5,Online
TXN-2025-0406,BILL-1108,11-10-2025,S3,Suburban,C166,Regular,P701,Frozen,Frozen Pizza,2,5.27,Cash,0,In-store
TXN-2025-0407,BILL-1108,16-04-2025,S5,West End,C169,Loyal,P301,Personal Care,Shampoo 250ml,5,3.95,UPI,0,In-store
TXN-2025-0408,BILL-1108,03-05-2025,S5,West End,C166,Regular,P202,Snacks,Salted Nuts 100g,1,2.47,UPI,0.53,In-store
TXN-2025-0409,BILL-1108,07-01-2025,S1,Downtown,C019,Regular,P202,Snacks,Salted Nuts 100g,3,2.77,Credit Card,1.01,In-store
TXN-2025-0410,BILL-1108,07-10-2025,S3,Suburban,C146,Regular,P201,Snacks,Potato Chips 150g,4,1.33,Credit Card,0,Online
TXN-2025-0411,BILL-1109,21-04-2025,S4,East Side,C018,Regular,P701,Frozen,Frozen Pizza,5,5.34,Cash,1.62,In-store
TXN-2025-0412,BILL-1109,01-08-2025,S1,Downtown,C161,New,P701,Frozen,Frozen Pizza,3,4.54,Credit Card,1.24,In-store
TXN-2025-0413,BILL-1109,12-02-2025,S4,East Side,C158,Regular,P102,Beverages,Organic Green Tea 250ml,6,2.11,UPI,1.06,In-store
TXN-2025-0414,BILL-1109,29-11-2025,S5,West End,C101,Regular,P202,Snacks,Salted Nuts 100g,2,2.7,Cash,0.81,In-store
TXN-2025-0415,BILL-1109,14-02-2025,S1,Downtown,C062,Regular,P301,Personal Care,Shampoo 250ml,4,3.94,UPI,1.02,In-store
TXN-2025-0416,BILL-1110,31-03-2025,S1,Downtown,C080,New,P402,Household,Dishwash Liquid 500ml,3,2.94,UPI,2.08,In-store
TXN-2025-0417,BILL-1111,13-05-2025,S2,Uptown,C089,Regular,P602,Dairy,Cheddar Cheese 200g,1,3.24,Cash,1.85,In-store
TXN-2025-0418,BILL-1111,16-01-2025,S2,Uptown,C031,New,P602,Dairy,Cheddar Cheese 200g,6,3.35,Credit Card,0.13,In-store
TXN-2025-0419,BILL-1112,18-11-2025,S4,East Side,C183,Loyal,P301,Personal Care,Shampoo 250ml,1,4.47,UPI,0.92,In-store
TXN-2025-0420,BILL-1112,22-03-2025,S4,East Side,C146,Regular,P501,Bakery,Whole Wheat Bread,1,1.6,Credit Card,0.04,In-store
TXN-2025-0421,BILL-1113,02-01-2025,S1,Downtown,C059,New,P502,Bakery,Croissant,3,0.85,UPI,0,In-store
TXN-2025-0422,BILL-1113,02-04-2025,S1,Downtown,C099,Loyal,P202,Snacks,Salted Nuts 100g,6,2.87,Cash,1.1,In-store
TXN-2025-0423,BILL-1113,08-05-2025,S1,Downtown,C108,Regular,P501,Bakery,Whole Wheat Bread,1,1.53,UPI,0.1,In-store
TXN-2025-0424,BILL-1114,27-01-2025,S3,Suburban,C031,Regular,P301,Personal Care,Shampoo 250ml,1,3.63,Cash,0.67,In-store
TXN-2025-0425,BILL-1114,09-06-2025,S5,West End,C120,Loyal,P101,Beverages,Orange Juice 1L,1,3.89,Credit Card,0.82,In-store
TXN-2025-0426,BILL-1114,05-06-2025,S5,West End,C075,Regular,P402,Household,Dishwash Liquid 500ml,2,3.04,Cash,1.02,In-store
TXN-2025-0427,BILL-1114,11-04-2025,S2,Uptown,C127,Loyal,P402,Household,Dishwash Liquid 500ml,2,2.96,Credit Card,2.98,In-store
TXN-2025-0428,BILL-1114,05-10-2025,S5,West End,C105,Regular,P701,Frozen,Frozen Pizza,6,5.14,Cash,0.78,In-store
TXN-2025-0429,BILL-1115,07-06-2025,S1,Downtown,C097,New,P302,Personal Care,Toothpaste 100g,2,1.82,Cash,1.75,Online
TXN-2025-0430,BILL-1115,14-03-2025,S5,West End,C016,Loyal,P202,Snacks,Salted Nuts 100g,2,2.62,Credit Card,0,In-store
TXN-2025-0431,BILL-1115,10-07-2025,S1,Downtown,C134,Regular,P101,Beverages,Orange Juice 1L,1,3.52,Cash,1.14,Online
TXN-2025-0432,BILL-1115,08-02-2025,S1,Downtown,C164,New,P502,Bakery,Croissant,1,0.86,Cash,0.64,In-store
TXN-2025-0433,BILL-1115,11-06-2025,S1,Downtown,C061,Regular,P401,Household,Laundry Detergent 1kg,1,6.88,UPI,0.82,Online
TXN-2025-0434,BILL-1115,08-02-2025,S4,East Side,C116,Regular,P602,Dairy,Cheddar Cheese 200g,4,3.61,UPI,0,In-store
TXN-2025-0435,BILL-1115,27-08-2025,S2,Uptown,C028,Regular,P701,Frozen,Frozen Pizza,1,5.29,UPI,0.76,In-store
TXN-2025-0436,BILL-1115,26-08-2025,S1,Downtown,C054,Regular,P501,Bakery,Whole Wheat Bread,3,1.53,Credit Card,0.27,Online
TXN-2025-0437,BILL-1116,05-11-2025,S1,Downtown,C078,New,P102,Beverages,Organic Green Tea 250ml,5,2.24,Cash,1.95,Online
TXN-2025-0438,BILL-1116,26-01-2025,S3,Suburban,C092,Regular,P201,Snacks,Potato Chips 150g,1,1.11,Cash,1.21,In-store
TXN-2025-0439,BILL-1116,12-10-2025,S3,Suburban,C104,Loyal,P801,Produce,Bananas (1kg),6,1.4,Cash,1.34,In-store
TXN-2025-0440,BILL-1116,01-02-2025,S2,Uptown,C036,Regular,P102,Beverages,Organic Green Tea 250ml,1,1.8,Credit Card,0.26,In-store
TXN-2025-0441,BILL-1117,27-11-2025,S2,Uptown,C096,New,P201,Snacks,Potato Chips 150g,5,1.31,Cash,0,Online
TXN-2025-0442,BILL-1117,27-11-2025,S5,West End,C017,Regular,P301,Personal Care,Shampoo 250ml,1,3.83,Cash,0.06,In-store
TXN-2025-0443,BILL-1117,21-10-2025,S2,Uptown,C119,Regular,P102,Beverages,Organic Green Tea 250ml,6,2.02,Credit Card,0,In-store
TXN-2025-0444,BILL-1117,20-04-2025,S4,East Side,C110,Regular,P402,Household,Dishwash Liquid 500ml,1,2.95,Cash,0.16,In-store
TXN-2025-0445,BILL-1118,12-11-2025,S3,Suburban,C009,New,P301,Personal Care,Shampoo 250ml,3,3.85,Credit Card,1.18,Online
TXN-2025-0446,BILL-1118,24-05-2025,S3,Suburban,C123,Regular,P402,Household,Dishwash Liquid 500ml,1,2.85,Credit Card,1.48,Online
TXN-2025-0447,BILL-1118,06-10-2025,S4,East Side,C135,Regular,P202,Snacks,Salted Nuts 100g,5,2.69,UPI,1.32,Online
TXN-2025-0448,BILL-1118,26-06-2025,S4,East Side,C140,New,P701,Frozen,Frozen Pizza,2,4.76,UPI,0.69,In-store
TXN-2025-0449,BILL-1119,23-04-2025,S5,West End,C007,Regular,P302,Personal Care,Toothpaste 100g,1,1.74,Credit Card,0.24,In-store
TXN-2025-0450,BILL-1119,30-04-2025,S3,Suburban,C197,Regular,P101,Beverages,Orange Juice 1L,1,3.2,Credit Card,0.14,In-store
TXN-2025-0451,BILL-1119,29-01-2025,S1,Downtown,C137,New,P202,Snacks,Salted Nuts 100g,3,2.33,UPI,0.65,In-store
TXN-2025-0452,BILL-1119,31-10-2025,S2,Uptown,C045,Regular,P502,Bakery,Croissant,2,0.96,Credit Card,0,In-store
TXN-2025-0453,BILL-1120,16-10-2025,S3,Suburban,C091,Loyal,P502,Bakery,Croissant,5,1.03,Cash,0,In-store
TXN-2025-0454,BILL-1121,16-02-2025,S2,Uptown,C045,Regular,P801,Produce,Bananas (1kg),4,1.44,Credit Card,0.9,In-store
TXN-2025-0455,BILL-1122,11-11-2025,S5,West End,C001,Regular,P202,Snacks,Salted Nuts 100g,2,2.67,Cash,0,In-store
TXN-2025-0456,BILL-1122,17-03-2025,S2,Uptown,C083,Regular,P302,Personal Care,Toothpaste 100g,4,1.7,UPI,0.9,In-store
TXN-2025-0457,BILL-1122,11-07-2025,S2,Uptown,C094,Loyal,P701,Frozen,Frozen Pizza,3,5.34,Cash,0.35,Online
TXN-2025-0458,BILL-1122,22-03-2025,S4,East Side,C083,Regular,P502,Bakery,Croissant,4,0.97,Cash,0.67,In-store
TXN-2025-0459,BILL-1122,15-10-2025,S4,East Side,C167,Regular,P701,Frozen,Frozen Pizza,1,5.72,UPI,1.03,Online
TXN-2025-0460,BILL-1122,13-07-2025,S5,West End,C151,New,P701,Frozen,Frozen Pizza,1,5.58,Credit Card,0.09,In-store
TXN-2025-0461,BILL-1122,20-07-2025,S3,Suburban,C180,Loyal,P201,Snacks,Potato Chips 150g,5,1.09,Cash,0.99,In-store
TXN-2025-0462,BILL-1123,17-10-2025,S5,West End,C157,Regular,P101,Beverages,Orange Juice 1L,2,3.87,Cash,0.61,In-store
TXN-2025-0463,BILL-1124,13-06-2025,S4,East Side,C061,Regular,P201,Snacks,Potato Chips 150g,1,1.25,Credit Card,0.45,In-store
TXN-2025-0464,BILL-1125,17-08-2025,S1,Downtown,C187,Loyal,P801,Produce,Bananas (1kg),6,1.56,UPI,0.76,In-store
TXN-2025-0465,BILL-1126,01-01-2025,S2,Uptown,C066,New,P202,Snacks,Salted Nuts 100g,6,2.31,UPI,0.74,In-store
TXN-2025-0466,BILL-1126,13-07-2025,S4,East Side,C106,Regular,P602,Dairy,Cheddar Cheese 200g,2,3.49,Credit Card,0,Online
TXN-2025-0467,BILL-1127,26-04-2025,S4,East Side,C148,New,P102,Beverages,Organic Green Tea 250ml,3,2.13,Credit Card,1.13,Online
TXN-2025-0468,BILL-1128,23-02-2025,S1,Downtown,C082,Regular,P701,Frozen,Frozen Pizza,3,4.97,Cash,0.19,In-store
TXN-2025-0469,BILL-1128,17-02-2025,S2,Uptown,C141,Loyal,P401,Household,Laundry Detergent 1kg,2,6.9,Cash,0,In-store
TXN-2025-0470,BILL-1129,11-08-2025,S5,West End,C168,Regular,P402,Household,Dishwash Liquid 500ml,2,2.8,UPI,0,In-store
TXN-2025-0471,BILL-1129,04-10-2025,S1,Downtown,C105,New,P302,Personal Care,Toothpaste 100g,6,1.79,Cash,1.35,Online
TXN-2025-0472,BILL-1130,09-09-2025,S3,Suburban,C101,Regular,P301,Personal Care,Shampoo 250ml,3,4.04,Cash,2.3,In-store
TXN-2025-0473,BILL-1131,03-09-2025,S3,Suburban,C170,New,P101,Beverages,Orange Juice 1L,1,3.21,Credit Card,0.86,In-store
TXN-2025-0474,BILL-1131,01-03-2025,S1,Downtown,C021,Regular,P202,Snacks,Salted Nuts 100g,6,2.72,Cash,0,In-store
TXN-2025-0475,BILL-1131,06-10-2025,S4,East Side,C068,Regular,P402,Household,Dishwash Liquid 500ml,5,2.79,Credit Card,0,Online
TXN-2025-0476,BILL-1131,27-08-2025,S3,Suburban,C012,Regular,P401,Household,Laundry Detergent 1kg,6,5.89,Credit Card,2.33,In-store
TXN-2025-0477,BILL-1131,13-02-2025,S3,Suburban,C179,New,P502,Bakery,Croissant,1,0.9,Cash,0,In-store
TXN-2025-0478,BILL-1131,25-09-2025,S5,West End,C016,New,P401,Household,Laundry Detergent 1kg,4,6.62,UPI,0.64,In-store
TXN-2025-0479,BILL-1131,10-02-2025,S5,West End,C061,Regular,P601,Dairy,Milk 1L,1,1.21,Credit Card,0.64,In-store
TXN-2025-0480,BILL-1132,14-11-2025,S1,Downtown,C147,New,P501,Bakery,Whole Wheat Bread,4,1.66,UPI,1.96,Online
TXN-2025-0481,BILL-1133,05-08-2025,S4,East Side,C050,Regular,P201,Snacks,Potato Chips 150g,2,1.35,Cash,0.3,Online
TXN-2025-0482,BILL-1134,04-02-2025,S4,East Side,C153,Regular,P202,Snacks,Salted Nuts 100g,2,2.83,UPI,0.81,In-store
TXN-2025-0483,BILL-1134,07-01-2025,S5,West End,C071,Regular,P401,Household,Laundry Detergent 1kg,3,7.37,UPI,0.13,In-store
TXN-2025-0484,BILL-1134,17-03-2025,S5,West End,C029,Regular,P502,Bakery,Croissant,2,0.95,UPI,0.16,Online
TXN-2025-0485,BILL-1134,27-05-2025,S5,West End,C145,New,P701,Frozen,Frozen Pizza,1,4.86,Cash,0,Online
TXN-2025-0486,BILL-1135,31-08-2025,S3,Suburban,C125,Regular,P401,Household,Laundry Detergent 1kg,1,7.02,Credit Card,0.63,In-store
TXN-2025-0487,BILL-1135,20-01-2025,S3,Suburban,C175,New,P401,Household,Laundry Detergent 1kg,2,6.29,Cash,0.57,In-store
TXN-2025-0488,BILL-1136,10-07-2025,S3,Suburban,C122,Loyal,P602,Dairy,Cheddar Cheese 200g,4,2.98,Cash,1.55,In-store
TXN-2025-0489,BILL-1137,27-04-2025,S3,Suburban,C179,New,P301,Personal Care,Shampoo 250ml,4,4.13,Credit Card,1.26,Online
TXN-2025-0490,BILL-1138,15-02-2025,S4,East Side,C107,New,P701,Frozen,Frozen Pizza,5,4.73,Credit Card,0,In-store
TXN-2025-0491,BILL-1138,11-07-2025,S2,Uptown,C195,Regular,P801,Produce,Bananas (1kg),2,1.6,Credit Card,0.88,In-store
TXN-2025-0492,BILL-1138,11-03-2025,S5,West End,C182,Regular,P701,Frozen,Frozen Pizza,4,4.64,Cash,0,In-store
TXN-2025-0493,BILL-1139,08-05-2025,S5,West End,C052,New,P502,Bakery,Croissant,2,0.95,Cash,0.27,In-store
TXN-2025-0494,BILL-1139,16-09-2025,S1,Downtown,C095,New,P302,Personal Care,Toothpaste 100g,5,1.72,UPI,0.82,In-store
TXN-2025-0495,BILL-1139,01-04-2025,S1,Downtown,C126,Regular,P601,Dairy,Milk 1L,5,1.1,Cash,0.75,In-store
TXN-2025-0496,BILL-1139,13-05-2025,S4,East Side,C042,New,P502,Bakery,Croissant,2,0.87,UPI,1.71,In-store
TXN-2025-0497,BILL-1139,20-04-2025,S1,Downtown,C042,Loyal,P301,Personal Care,Shampoo 250ml,1,3.87,Cash,0.85,In-store
TXN-2025-0498,BILL-1139,05-01-2025,S2,Uptown,C105,Regular,P601,Dairy,Milk 1L,1,1.21,Cash,1.21,In-store
TXN-2025-0499,BILL-1139,08-11-2025,S2,Uptown,C003,Regular,P601,Dairy,Milk 1L,1,1.16,Cash,0,In-store
TXN-2025-0500,BILL-1139,28-06-2025,S3,Suburban,C109,Loyal,P602,Dairy,Cheddar Cheese 200g,1,3.07,UPI,0.3,In-store
